symbol	Biffle	CAR_MplusCHLA_3	H9_MplusCHLA_1	H9_MplusCHLA_2	H9_MplusCHLA_3	CAR_MplusCHLA_1	CAR_MplusCHLA_2
LINC02535	1	0	1	0	0	0	0
LINC02537	0	0	0	0	0	0	0
LINC02538	0	0	0	0	0	0	0
LINC02539	0	0	0	0	0	0	0
LINC02540	0	0	0	0	0	0	0
LINC02541	0	0	0	0	0	0	0
LINC02542	0	0	0	0	0	0	4
LINC02544	0	0	0	0	0	0	0
LINC02545	0	0	0	0	0	0	0
LINC02546	0	0	0	0	0	0	0
LINC02547	120	63	120	0	2	0	30
LINC02548	0	0	0	0	0	0	0
LINC02549	24	0	24	0	0	0	3
LINC02550	0	0	0	0	0	0	0
LINC02551	90	13	90	6	66	12	106
LINC02552	0	0	0	0	0	0	0
LINC02554	0	0	0	0	0	0	0
LINC02556	0	0	0	0	0	0	0
LINC02558	0	0	0	0	0	0	0
LINC02560	0	0	0	0	0	0	0
LINC02561	0	0	0	0	0	0	0
LINC02562	0	0	0	0	0	0	0
LINC02563	0	0	0	0	0	0	0
LINC02564	0	1	0	0	0	0	1
LINC02565	0	0	0	0	0	0	0
LINC02567	0	0	0	0	0	0	0
LINC02568	0	0	0	0	0	0	0
LINC02569	0	20	0	2	0	0	41
LINC02570	0	0	0	0	0	0	3
LINC02571	0	0	0	0	0	0	0
LINC02572	0	0	0	0	0	0	0
LINC02573	0	0	0	0	0	0	0
LINC02574	0	0	0	0	0	0	0
LINC02575	0	0	0	0	53	0	15
LINC02578	0	0	0	0	0	0	0
LINC02579	0	0	0	0	0	0	0
LINC02580	0	0	0	0	0	0	0
LINC02582	0	0	0	9	0	0	0
LINC02583	0	0	0	0	0	0	0
LINC02584	0	0	0	0	0	0	0
LINC02585	0	0	0	0	0	0	0
LINC02586	0	0	0	0	0	0	0
LINC02587	0	0	0	0	0	0	0
LINC02588	0	0	0	0	0	0	0
LINC02589	0	0	0	0	0	0	0
LINC02592	0	0	0	0	0	0	0
LINC02593	0	0	0	0	0	0	0
LINC2194	0	0	0	0	0	0	0
LINCMD1	0	0	0	0	0	0	0
LINCR-0001	0	0	0	0	0	0	0
LINCR-0002	0	0	0	0	0	0	0
LINCR-0003	0	0	0	0	0	0	0
LINGO1	0	0	0	0	0	0	0
LINGO1-AS1	0	0	0	0	0	0	0
LINGO1-AS2	0	0	0	0	0	0	0
LINGO2	136	0	136	49	1	2	16
LINGO3	0	0	0	0	0	0	1
LINGO4	0	0	0	0	0	0	0
LINP1	0	0	0	0	0	0	0
LINS1	0	264	0	102	359	0	328
LIPA	10271	166192	10271	111430	139825	46232	152733
LIPC	0	0	0	0	0	0	0
LIPC-AS1	0	0	0	0	0	0	1
LIPE	0	0	0	0	5	0	0
LIPE-AS1	0	0	0	0	0	0	0
LIPF	0	0	0	0	0	0	0
LIPG	0	58	0	4	203	0	212
LIPH	0	2	0	1	4	1	1
LIPI	0	0	0	0	0	0	0
LIPJ	0	0	0	0	0	0	0
LIPK	0	0	0	0	0	0	0
LIPM	0	0	0	0	0	0	0
LIPN	0	0	0	0	0	0	0
LIPT1	0	48	0	79	257	0	166
LIPT2	0	289	0	48	202	1	225
LITAF	3685	23104	3685	20554	25180	8423	20187
LIVAR	0	0	0	0	0	0	0
LIX1	0	0	0	0	6	0	0
LIX1L	1176	1961	1176	1644	1736	1967	2243
LIX1L-AS1	883	1476	883	928	168	0	1228
LKAAEAR1	0	0	0	0	0	0	0
LL22NC01-81G9.3	9	0	9	0	10	0	0
LL22NC03-63E9.3	0	10	0	0	1	0	21
LLCFC1	0	0	0	0	0	0	0
LLGL1	0	800	0	465	335	1	493
LLGL2	129	256	129	445	48	330	218
LLPH	1094	3692	1094	2632	2066	2486	4278
LLPH-DT	0	45	0	45	40	16	22
LMAN1	4685	12307	4685	11503	14311	5866	11544
LMAN1L	0	0	0	0	0	0	0
LMAN2	10972	25805	10972	25423	24314	10405	26676
LMAN2L	701	2193	701	1931	1965	589	1930
LMBR1	279	808	279	841	1370	287	1249
LMBR1L	180	725	180	348	703	477	616
LMBRD1	501	5350	501	3701	3816	2188	5227
LMBRD2	906	531	906	757	608	0	837
LMCD1	0	0	0	0	0	0	0
LMCD1-AS1	0	0	0	0	0	0	0
LMF1	417	800	417	428	243	5	405
LMF1-AS1	0	5	0	0	0	0	0
LMF2	1052	1450	1052	2299	1484	857	1222
LMLN	78	549	78	355	999	220	379
LMLN-AS1	0	0	0	0	0	0	0
LMLN2	0	0	0	0	0	0	1
LMNA	9887	47537	9887	19366	21232	24003	44909
LMNB1	2250	20143	2250	11720	9691	6208	17475
LMNB1-DT	0	0	0	0	0	0	0
LMNB2	2152	12636	2152	6481	6819	3665	10034
LMNTD1	6	3	6	0	0	2	2
LMNTD2	0	0	0	0	0	0	0
LMO1	0	0	0	0	0	0	8
LMO2	2246	8014	2246	7595	6129	4058	8813
LMO3	0	51	0	0	0	0	0
LMO4	340	1584	340	1074	1392	303	1785
LMO7	40	651	40	133	231	29	665
LMO7-AS1	0	0	0	0	0	0	0
LMO7DN	0	0	0	0	0	0	0
LMO7DN-IT1	0	0	0	0	0	0	0
LMOD1	0	0	0	0	0	0	0
LMOD2	0	0	0	0	0	0	0
LMOD3	0	0	0	0	0	0	0
LMTK2	0	780	0	287	539	329	538
LMTK3	0	360	0	405	369	83	485
LMX1A	0	0	0	0	0	0	0
LMX1B	348	0	348	154	1	0	39
LNCPRESS1	0	0	0	0	0	0	0
LNCPRESS2	0	0	0	0	0	0	0
LNCSRLR	0	0	0	0	0	0	0
LNP1	0	121	0	0	0	0	0
LNPEP	0	109	0	566	154	0	337
LNPK	225	4047	225	3637	4064	1722	4302
LNX1	1	0	1	19	85	0	0
LNX1-AS1	0	0	0	0	0	0	0
LNX1-AS2	0	2	0	3	0	0	0
LNX2	664	259	664	824	413	1	530
LOC100049716	1	133	1	72	174	155	344
LOC100101148	0	58	0	0	0	0	12
LOC100101478	0	0	0	0	0	0	0
LOC100126447	0	0	0	0	0	0	0
LOC100126584	34	14	34	11	0	0	4
LOC100126784	0	0	0	0	0	0	40
LOC100128006	21	3	21	3	0	5	38
LOC100128059	0	0	0	0	0	0	0
LOC100128076	0	0	0	0	0	0	0
LOC100128079	0	0	0	0	0	0	0
LOC100128108	0	0	0	0	5	0	4
LOC100128164	3	0	3	0	1	0	0
LOC100128239	0	0	0	55	0	0	0
LOC100128242	0	0	0	0	0	0	0
LOC100128253	0	0	0	0	0	0	0
LOC100128276	0	0	0	74	1	0	0
LOC100128288	354	148	354	0	161	0	79
LOC100128310	13	0	13	0	0	0	1
LOC100128317	0	0	0	0	0	0	0
LOC100128325	0	0	0	0	0	0	0
LOC100128340	0	0	0	0	0	0	0
LOC100128361	0	216	0	38	99	0	155
LOC100128386	0	0	0	0	0	0	0
LOC100128398	9	2	9	0	2	0	0
LOC100128494	0	132	0	0	0	0	89
LOC100128531	13	7	13	0	28	0	0
LOC100128568	0	0	0	0	0	0	1
LOC100128573	0	0	0	0	0	0	5
LOC100128593	0	5	0	0	1	0	6
LOC100128653	0	0	0	0	0	0	0
LOC100128770	0	0	0	0	0	0	0
LOC100128882	0	0	0	0	0	0	0
LOC100128885	0	0	0	0	0	0	0
LOC100128966	0	0	0	0	0	0	0
LOC100128988	0	0	0	0	1	0	12
LOC100128993	0	0	0	1	92	0	0
LOC100129027	0	0	0	0	0	0	0
LOC100129034	605	3515	605	2206	2515	855	3906
LOC100129046	0	0	0	0	0	0	0
LOC100129055	0	0	0	0	0	0	0
LOC100129083	0	0	0	0	0	0	0
LOC100129129	4	34	4	52	44	4	6
LOC100129138	0	0	0	0	0	0	0
LOC100129148	0	0	0	0	0	0	0
LOC100129175	0	0	0	0	0	0	0
LOC100129203	0	0	0	0	0	0	0
LOC100129291	0	0	0	0	0	0	0
LOC100129297	0	0	0	0	0	0	0
LOC100129307	0	0	0	0	0	0	0
LOC100129316	0	0	0	0	0	0	0
LOC100129434	10	412	10	126	666	448	848
LOC100129484	0	0	0	0	0	0	1
LOC100129534	0	0	0	0	0	1	14
LOC100129540	2	9	2	0	101	193	53
LOC100129603	0	0	0	0	0	0	0
LOC100129617	0	0	0	0	0	0	0
LOC100129620	0	0	0	0	0	0	0
LOC100129636	0	0	0	0	0	0	0
LOC100129697	0	0	0	0	0	0	0
LOC100129724	0	0	0	0	0	0	0
LOC100129878	0	0	0	0	0	0	0
LOC100129917	0	26	0	0	0	0	3
LOC100129931	0	0	0	0	0	0	0
LOC100129935	88	0	88	0	0	30	0
LOC100129940	1	62	1	44	100	0	11
LOC100130027	262	1	262	2	0	0	0
LOC100130075	0	0	0	0	0	0	0
LOC100130111	0	0	0	0	0	0	0
LOC100130172	0	0	0	0	0	0	0
LOC100130207	0	1	0	0	90	0	0
LOC100130238	0	0	0	0	0	0	0
LOC100130264	0	0	0	0	0	0	0
LOC100130268	0	0	0	0	0	0	0
LOC100130283	10	0	10	0	0	149	1
LOC100130298	0	0	0	0	0	0	0
LOC100130331	0	0	0	0	0	0	0
LOC100130357	0	0	0	0	0	0	0
LOC100130370	0	0	0	0	0	0	0
LOC100130373	0	0	0	0	0	0	0
LOC100130449	0	1	0	0	0	0	0
LOC100130451	1	231	1	14	64	2	31
LOC100130452	0	0	0	0	0	0	0
LOC100130476	0	0	0	0	0	0	4
LOC100130520	0	0	0	0	0	0	0
LOC100130548	0	0	0	0	0	0	0
LOC100130587	0	0	0	0	0	0	0
LOC100130673	0	0	0	0	0	0	0
LOC100130691	1	43	1	53	115	0	87
LOC100130698	0	0	0	1	0	0	0
LOC100130744	16	207	16	16	153	0	163
LOC100130849	0	0	0	0	0	0	0
LOC100130872	48	1	48	10	0	0	21
LOC100130880	0	0	0	0	0	0	0
LOC100130899	19	1	19	42	64	1	32
LOC100130950	0	2	0	0	59	38	0
LOC100130964	0	0	0	0	0	0	0
LOC100130987	0	0	0	0	0	0	0
LOC100130992	0	0	0	0	0	0	0
LOC100131047	0	1	0	0	0	0	0
LOC100131107	0	0	0	0	0	0	0
LOC100131257	520	924	520	468	486	29	497
LOC100131289	0	0	0	0	0	0	0
LOC100131315	0	0	0	0	0	0	0
LOC100131472	0	0	0	0	0	0	0
LOC100131496	0	0	0	67	0	0	0
LOC100131532	213	0	213	1	0	0	45
LOC100131604	0	0	0	0	0	0	0
LOC100131626	0	0	0	0	0	0	0
LOC100131635	0	0	0	0	0	0	0
LOC100132057	0	0	0	7	0	0	1
LOC100132062	0	0	0	0	0	0	81
LOC100132077	57	3	57	59	2	0	2
LOC100132078	0	0	0	0	0	0	0
LOC100132111	0	16	0	0	0	0	132
LOC100132215	0	0	0	0	0	0	0
LOC100132249	0	0	0	0	0	0	46
LOC100132287	0	0	0	0	0	0	0
LOC100132356	0	0	0	1	0	0	3
LOC100132686	0	0	0	0	0	0	0
LOC100132741	104	92	104	153	174	0	68
LOC100132781	0	0	0	0	0	0	0
LOC100132813	0	0	0	0	0	0	0
LOC100132831	0	0	0	0	0	0	0
LOC100133050	0	0	0	0	0	0	0
LOC100133077	2	0	2	0	0	0	27
LOC100133091	0	46	0	0	3	0	0
LOC100133286	236	0	236	0	0	0	0
LOC100133315	140	1	140	0	0	1	11
LOC100133331	0	0	0	0	0	155	191
LOC100133920	0	0	0	0	0	0	0
LOC100134040	0	0	0	0	0	0	0
LOC100134317	0	0	0	0	0	0	0
LOC100134368	0	0	0	0	12	0	0
LOC100134391	0	0	0	0	0	0	0
LOC100134868	7	68	7	70	1	0	47
LOC100144595	5	0	5	0	10	2	46
LOC100147773	22	42	22	121	0	1	21
LOC100190986	1858	341	1858	350	216	597	893
LOC100192426	0	0	0	0	0	0	0
LOC100240728	0	0	0	0	0	0	0
LOC100240734	0	0	0	0	0	0	0
LOC100240735	83	0	83	0	0	0	0
LOC100268168	18	0	18	74	0	0	33
LOC100270746	0	0	0	1	65	0	0
LOC100270804	0	0	0	0	0	0	0
LOC100272217	0	73	0	0	0	0	0
LOC100286906	0	0	0	0	0	0	0
LOC100286922	0	0	0	0	0	0	0
LOC100286925	2	157	2	85	0	0	188
LOC100287010	0	0	0	0	0	0	0
LOC100287015	185	109	185	111	34	205	15
LOC100287036	0	0	0	0	0	0	7
LOC100287042	6	121	6	274	2	0	79
LOC100287049	0	0	0	0	0	0	0
LOC100287072	0	0	0	0	0	0	3
LOC100287175	0	0	0	0	0	0	0
LOC100287329	0	0	0	0	0	0	0
LOC100287467	0	0	0	0	0	0	40
LOC100287497	0	44	0	0	103	0	0
LOC100287704	0	0	0	0	0	0	0
LOC100287792	2	1	2	0	2	0	0
LOC100287808	0	0	0	70	0	0	0
LOC100287834	0	0	0	0	0	0	0
LOC100287837	0	0	0	0	0	0	0
LOC100287846	87	0	87	1	3	5	2
LOC100287896	0	0	0	0	0	110	58
LOC100287944	0	0	0	0	0	0	0
LOC100288069	0	0	0	0	6	0	3
LOC100288123	0	0	0	34	0	0	0
LOC100288162	0	0	0	0	45	0	0
LOC100288175	0	0	0	0	0	0	0
LOC100288181	0	0	0	0	0	0	0
LOC100288203	148	378	148	113	91	34	428
LOC100288208	0	0	0	0	0	0	0
LOC100288254	460	30	460	54	231	0	160
LOC100288570	0	0	0	0	0	0	0
LOC100288637	2	355	2	0	164	1	518
LOC100288728	0	0	0	0	0	0	0
LOC100288748	76	4	76	1	0	0	155
LOC100288798	0	51	0	0	182	0	85
LOC100288846	0	0	0	40	54	0	0
LOC100288866	0	0	0	0	0	0	0
LOC100288911	0	49	0	76	0	0	0
LOC100289230	0	0	0	0	0	0	30
LOC100289333	0	0	0	0	0	0	0
LOC100289361	0	54	0	0	0	0	51
LOC100289473	0	0	0	0	0	0	0
LOC100289495	0	0	0	63	145	0	17
LOC100289511	78	99	78	213	141	13	502
LOC100289561	0	0	0	0	0	0	0
LOC100289580	0	0	0	0	0	0	0
LOC100289656	0	0	0	0	0	0	0
LOC100291105	0	76	0	0	0	0	47
LOC100294145	342	640	342	387	478	584	850
LOC100294362	35	2	35	0	0	0	0
LOC100303749	0	0	0	0	0	0	0
LOC100310756	4	134	4	521	98	122	256
LOC100335030	8	166	8	4	1	0	47
LOC100379224	0	0	0	112	313	0	26
LOC100419170	66	1	66	107	0	0	108
LOC100419583	237	1807	237	1188	993	349	1946
LOC100420587	151	1	151	43	149	8	18
LOC100421746	0	0	0	0	0	0	0
LOC100422212	0	0	0	0	0	0	0
LOC100422556	0	0	0	0	0	0	0
LOC100422781	8	38	8	10	5	174	4
LOC100499194	0	1	0	0	0	0	57
LOC100499489	0	38	0	203	71	0	43
LOC100500773	0	1	0	3	1	0	1
LOC100505501	0	0	0	0	0	0	42
LOC100505549	0	128	0	197	95	0	183
LOC100505555	0	0	0	76	0	0	46
LOC100505585	0	0	0	0	0	0	0
LOC100505588	0	0	0	0	0	0	0
LOC100505622	0	0	0	0	0	0	33
LOC100505635	0	0	0	0	0	0	0
LOC100505658	0	0	0	0	0	0	0
LOC100505715	0	169	0	0	0	0	1
LOC100505716	0	0	0	0	0	0	0
LOC100505736	0	0	0	0	0	0	0
LOC100505774	0	0	0	0	0	0	0
LOC100505782	0	0	0	0	0	0	0
LOC100505795	0	0	0	0	0	0	0
LOC100505797	0	0	0	0	0	0	0
LOC100505824	0	0	0	0	0	0	0
LOC100505841	0	0	0	0	0	0	0
LOC100505851	0	85	0	48	95	5	14
LOC100505912	0	0	0	0	0	0	0
LOC100505915	360	290	360	87	3	262	450
LOC100505918	2	0	2	0	0	0	1
LOC100505921	0	0	0	0	0	0	0
LOC100505938	0	0	0	0	0	0	0
LOC100505942	0	0	0	0	0	0	0
LOC100505978	0	0	0	0	0	0	0
LOC100506016	0	0	0	0	0	0	0
LOC100506022	3	83	3	121	118	0	193
LOC100506023	2	0	2	3	0	19	4
LOC100506071	0	0	0	0	0	0	0
LOC100506076	0	0	0	0	0	0	0
LOC100506082	0	0	0	0	0	0	0
LOC100506083	214	19	214	0	0	0	1
LOC100506098	0	0	0	0	0	0	0
LOC100506100	0	162	0	40	180	332	94
LOC100506113	0	0	0	0	0	0	0
LOC100506123	0	66	0	3	93	0	115
LOC100506124	0	0	0	0	76	0	42
LOC100506125	0	0	0	0	0	0	0
LOC100506142	0	0	0	81	0	0	0
LOC100506175	0	0	0	0	0	0	0
LOC100506178	0	336	0	0	82	238	220
LOC100506188	0	0	0	0	0	0	0
LOC100506207	0	0	0	5	0	0	0
LOC100506258	0	0	0	151	54	0	134
LOC100506271	0	0	0	0	0	0	0
LOC100506274	0	0	0	0	0	0	0
LOC100506281	0	0	0	0	0	0	0
LOC100506282	183	1	183	0	0	0	27
LOC100506302	203	405	203	575	405	187	543
LOC100506321	0	0	0	0	0	0	0
LOC100506358	0	0	0	0	0	0	0
LOC100506368	0	0	0	0	0	0	0
LOC100506384	0	0	0	0	0	0	0
LOC100506388	0	0	0	0	0	162	72
LOC100506403	0	0	0	0	0	0	0
LOC100506406	0	0	0	0	0	0	0
LOC100506422	0	0	0	0	0	0	0
LOC100506444	0	0	0	1	0	0	38
LOC100506472	49	5	49	101	48	0	25
LOC100506474	0	0	0	0	0	0	0
LOC100506476	6	0	6	0	0	13	0
LOC100506497	0	0	0	0	2	0	0
LOC100506544	1	0	1	1	0	0	0
LOC100506548	3	695	3	191	94	2	203
LOC100506551	410	124	410	0	0	24	0
LOC100506585	0	421	0	102	322	245	429
LOC100506606	0	0	0	0	0	2	17
LOC100506639	0	0	0	82	0	0	0
LOC100506675	224	3	224	90	31	6	1
LOC100506679	534	5	534	0	24	0	8
LOC100506682	0	0	0	0	0	0	0
LOC100506688	373	5	373	42	14	107	6
LOC100506691	189	0	189	42	0	0	120
LOC100506725	0	0	0	0	0	0	0
LOC100506730	5	1	5	89	0	5	173
LOC100506747	0	0	0	0	0	0	0
LOC100506790	0	0	0	0	0	0	0
LOC100506797	0	0	0	0	0	0	0
LOC100506801	0	0	0	0	0	0	0
LOC100506804	0	2	0	0	233	0	119
LOC100506844	0	199	0	108	0	2	87
LOC100506858	0	0	0	0	0	0	0
LOC100506869	0	0	0	0	0	0	0
LOC100506885	0	0	0	0	0	0	0
LOC100506937	0	0	0	0	0	0	0
LOC100506985	1	198	1	16	99	0	266
LOC100506990	8	172	8	60	2	0	100
LOC100507002	0	0	0	0	0	0	0
LOC100507006	0	0	0	83	0	0	0
LOC100507053	0	2	0	0	105	0	1
LOC100507065	0	0	0	0	0	0	0
LOC100507071	0	0	0	0	0	0	0
LOC100507144	0	0	0	0	0	0	89
LOC100507156	1	13	1	0	58	0	170
LOC100507205	0	0	0	0	0	0	0
LOC100507250	0	0	0	0	0	0	0
LOC100507283	3	0	3	0	0	0	1
LOC100507291	0	15	0	0	0	0	0
LOC100507334	0	0	0	0	0	0	0
LOC100507346	0	0	0	0	0	0	0
LOC100507351	0	0	0	0	0	0	0
LOC100507373	200	147	200	0	85	503	115
LOC100507377	0	1	0	0	92	0	0
LOC100507384	0	0	0	0	0	0	0
LOC100507387	0	0	0	0	0	0	0
LOC100507388	0	0	0	0	0	0	0
LOC100507389	0	0	0	0	0	0	12
LOC100507412	360	591	360	267	275	189	506
LOC100507437	1	0	1	1	0	0	0
LOC100507443	0	0	0	0	0	0	0
LOC100507464	0	0	0	0	0	0	0
LOC100507468	0	0	0	0	0	0	0
LOC100507472	0	0	0	0	0	0	0
LOC100507477	0	0	0	0	0	0	0
LOC100507487	0	0	0	0	0	0	1
LOC100507506	0	0	0	0	0	0	0
LOC100507507	328	112	328	0	127	169	168
LOC100507516	0	3	0	0	0	0	0
LOC100507547	0	0	0	0	0	0	0
LOC100507548	0	0	0	0	0	0	0
LOC100507551	1	74	1	109	0	0	0
LOC100507557	0	12	0	0	59	0	37
LOC100507564	0	57	0	0	0	0	0
LOC100507599	0	67	0	0	0	0	29
LOC100507600	0	56	0	0	0	0	0
LOC100507634	0	0	0	0	0	0	21
LOC100507642	0	577	0	177	481	0	605
LOC100507670	0	69	0	0	0	0	0
LOC100508046	0	0	0	0	0	0	0
LOC100508631	0	0	0	0	0	0	0
LOC100630923	6	566	6	188	445	0	553
LOC100631378	0	0	0	0	0	0	0
LOC100652758	0	163	0	374	127	118	154
LOC100652768	0	0	0	0	123	0	0
LOC100652931	0	0	0	0	0	0	0
LOC100652999	0	0	0	0	0	0	0
LOC100653233	0	0	0	0	0	0	0
LOC100996249	0	0	0	1	0	0	0
LOC100996251	139	117	139	0	6	0	106
LOC100996263	0	0	0	0	0	0	0
LOC100996325	0	0	0	0	0	0	0
LOC100996335	5	0	5	0	0	0	0
LOC100996349	0	0	0	0	0	0	0
LOC100996351	0	0	0	0	1	0	0
LOC100996385	0	0	0	0	0	0	0
LOC100996419	0	0	0	0	0	0	84
LOC100996437	0	0	0	0	143	0	46
LOC100996447	0	257	0	186	390	0	198
LOC100996455	0	0	0	0	0	0	0
LOC100996583	0	0	0	0	0	0	0
LOC100996635	0	0	0	0	0	0	0
LOC100996654	0	0	0	0	0	0	0
LOC100996664	0	0	0	0	35	0	1
LOC100996671	0	0	0	0	0	0	0
LOC100996693	0	0	0	0	0	0	0
LOC100996721	159	262	159	0	0	0	0
LOC100996724	1	129	1	158	216	0	67
LOC100996740	0	0	0	119	115	0	169
LOC100996741	1	0	1	0	0	0	1
LOC100996842	0	109	0	143	237	174	132
LOC101059915	0	0	0	0	0	0	0
LOC101059948	0	0	0	0	0	0	0
LOC101060091	0	3	0	0	43	0	0
LOC101060391	0	0	0	0	0	0	0
LOC101060524	0	0	0	0	0	0	0
LOC101060553	0	0	0	0	0	0	0
LOC101241902	0	0	0	0	0	0	0
LOC101409256	635	79	635	5	0	0	39
LOC101448202	0	0	0	0	0	0	0
LOC101559451	0	0	0	1	0	0	0
LOC101593348	0	0	0	0	0	0	0
LOC101926889	33	32	33	25	146	0	108
LOC101926892	123	11	123	0	87	0	0
LOC101926898	81	943	81	745	386	155	1047
LOC101926905	0	0	0	0	0	0	0
LOC101926908	0	0	0	0	0	0	0
LOC101926913	0	0	0	0	0	0	0
LOC101926915	0	2	0	0	26	1	5
LOC101926933	0	0	0	0	0	0	0
LOC101926934	0	0	0	0	0	0	0
LOC101926935	12	74	12	0	2	2	0
LOC101926942	0	0	0	0	0	0	0
LOC101926943	0	0	0	0	0	0	0
LOC101926944	0	0	0	0	0	0	0
LOC101926948	0	0	0	0	25	0	0
LOC101926960	1	0	1	0	70	0	1
LOC101926962	0	0	0	0	0	0	0
LOC101926963	0	78	0	0	6	182	143
LOC101926964	23	0	23	0	5	3	13
LOC101926968	0	0	0	0	0	0	0
LOC101927000	0	0	0	0	0	0	0
LOC101927018	0	0	0	0	0	0	0
LOC101927020	0	0	0	0	0	0	0
LOC101927021	139	0	139	82	82	0	0
LOC101927023	0	0	0	0	0	0	0
LOC101927027	226	919	226	381	599	237	828
LOC101927040	327	0	327	78	0	0	3
LOC101927043	1	0	1	0	0	0	0
LOC101927045	14	96	14	147	195	0	22
LOC101927048	0	0	0	0	0	0	0
LOC101927050	0	0	0	6	0	0	0
LOC101927051	0	3	0	0	0	0	0
LOC101927053	0	0	0	0	0	0	0
LOC101927055	0	0	0	0	0	0	0
LOC101927056	0	0	0	0	1	0	3
LOC101927066	0	0	0	0	0	0	0
LOC101927069	4	11	4	2	167	0	70
LOC101927070	191	202	191	586	176	411	278
LOC101927078	0	0	0	0	0	0	0
LOC101927079	0	0	0	0	0	0	0
LOC101927082	0	0	0	0	0	0	0
LOC101927100	0	0	0	0	0	0	27
LOC101927120	0	0	0	0	0	0	0
LOC101927124	0	0	0	22	12	0	0
LOC101927131	13	0	13	38	0	0	13
LOC101927136	1	12	1	0	0	0	7
LOC101927138	0	0	0	0	0	0	0
LOC101927139	0	0	0	0	0	0	0
LOC101927141	0	0	0	0	0	0	0
LOC101927142	0	0	0	0	0	0	0
LOC101927143	20	116	20	0	1	0	0
LOC101927151	326	369	326	222	140	2	448
LOC101927157	6	0	6	0	0	1	73
LOC101927159	0	0	0	0	0	0	0
LOC101927164	0	0	0	0	0	0	52
LOC101927166	5	8	5	4	1	5	7
LOC101927168	0	0	0	0	0	0	0
LOC101927178	0	0	0	412	0	13	66
LOC101927179	0	0	0	0	0	0	0
LOC101927188	0	0	0	0	0	0	0
LOC101927189	0	1	0	0	0	0	0
LOC101927190	0	0	0	0	0	0	0
LOC101927196	0	0	0	0	0	0	0
LOC101927237	0	0	0	0	56	0	0
LOC101927243	0	118	0	0	100	0	13
LOC101927248	0	0	0	0	0	0	0
LOC101927267	0	24	0	0	0	0	5
LOC101927269	0	0	0	0	0	0	0
LOC101927272	0	0	0	0	0	0	0
LOC101927278	222	7	222	0	40	196	1
LOC101927284	15	68	15	0	0	0	0
LOC101927296	0	0	0	0	0	0	0
LOC101927310	0	0	0	0	0	0	0
LOC101927314	0	0	0	0	0	0	0
LOC101927318	0	0	0	0	0	0	0
LOC101927322	0	0	0	0	0	0	0
LOC101927342	0	0	0	0	0	0	0
LOC101927354	0	0	0	1	0	0	0
LOC101927356	0	0	0	0	84	0	2
LOC101927357	843	125	843	191	118	210	79
LOC101927358	0	0	0	0	0	0	0
LOC101927359	6	2	6	0	0	0	0
LOC101927365	0	0	0	0	0	0	50
LOC101927374	465	301	465	102	325	5	536
LOC101927377	0	0	0	0	0	0	0
LOC101927378	0	0	0	0	0	0	0
LOC101927391	2	2	2	0	0	2	3
LOC101927394	0	0	0	0	0	0	0
LOC101927402	0	0	0	0	0	0	9
LOC101927410	0	0	0	0	0	0	0
LOC101927415	110	51	110	21	2	0	21
LOC101927417	43	148	43	0	0	0	8
LOC101927418	0	0	0	0	0	0	0
LOC101927419	3	28	3	1	5	0	0
LOC101927420	0	0	0	0	0	0	9
LOC101927421	0	0	0	0	0	0	0
LOC101927429	0	0	0	0	0	0	0
LOC101927434	0	0	0	0	0	0	0
LOC101927437	0	0	0	0	0	0	0
LOC101927446	0	0	0	81	27	0	2
LOC101927447	0	5	0	1	0	11	0
LOC101927450	0	0	0	0	0	0	0
LOC101927468	8	0	8	0	0	0	0
LOC101927472	0	0	0	0	0	0	0
LOC101927476	24	94	24	0	72	0	104
LOC101927478	0	0	0	0	0	0	0
LOC101927480	0	0	0	0	0	0	0
LOC101927482	0	0	0	0	0	0	0
LOC101927488	0	0	0	0	0	0	0
LOC101927495	0	0	0	0	0	0	0
LOC101927497	0	0	0	0	0	0	0
LOC101927502	0	0	0	0	0	0	0
LOC101927503	0	0	0	0	0	0	0
LOC101927513	0	0	0	0	0	0	0
LOC101927516	0	0	0	0	0	0	0
LOC101927523	0	0	0	0	0	0	0
LOC101927539	0	0	0	0	0	0	0
LOC101927543	0	0	0	0	0	0	0
LOC101927549	0	0	0	0	0	0	0
LOC101927550	0	35	0	2	92	2	0
LOC101927551	0	0	0	0	0	0	0
LOC101927557	0	0	0	0	0	0	0
LOC101927560	57	0	57	1	0	0	6
LOC101927571	0	0	0	0	0	0	0
LOC101927572	0	104	0	86	1	0	0
LOC101927575	0	1	0	2	0	0	22
LOC101927583	0	0	0	0	0	0	0
LOC101927588	618	64	618	16	2	1	45
LOC101927596	0	0	0	0	0	0	0
LOC101927604	0	0	0	0	0	0	0
LOC101927620	0	0	0	0	0	0	0
LOC101927623	0	0	0	3	0	0	47
LOC101927630	0	0	0	0	0	0	0
LOC101927635	0	0	0	0	0	0	0
LOC101927636	0	0	0	0	0	0	0
LOC101927640	0	0	0	0	0	0	0
LOC101927657	0	0	0	0	0	0	0
LOC101927661	0	0	0	0	0	0	0
LOC101927666	1	1	1	47	0	1	12
LOC101927668	0	0	0	0	0	0	0
LOC101927690	0	0	0	0	0	0	0
LOC101927691	0	0	0	0	0	0	0
LOC101927692	0	11	0	2	0	0	10
LOC101927699	0	0	0	0	0	0	0
LOC101927708	0	0	0	4	0	0	0
LOC101927709	6	0	6	0	0	0	0
